restaurant_name,city,locality,cuisines,average_cost_for_two,has_table_booking,has_online_delivery,price_range,aggregate_rating,rating_text,votes
The Cake Shop,New Delhi,Punjabi Bagh,"Bakery, Fast Food",150,No,No,1,3.3,Average,42
The Night Shift,New Delhi,Punjabi Bagh,North Indian,800,No,Yes,2,3.1,Average,103
The Night Walkers,New Delhi,Punjabi Bagh,"North Indian, Chinese, Continental, Fast Food",500,No,No,2,3.4,Average,18
The Submarine Lounge,New Delhi,Punjabi Bagh,"Chinese, North Indian, Continental, Italian",1800,Yes,Yes,3,3.4,Average,148
WTF - Wraps Toast Fries,New Delhi,Punjabi Bagh,"Chinese, Fast Food, North Indian",450,No,No,1,3.2,Average,63
Alkakori,New Delhi,Punjabi Bagh,"North Indian, Mughlai",850,No,Yes,2,3.6,Good,198
Blue Water Grille,New Delhi,Punjabi Bagh,"North Indian, Mughlai, Chinese, Seafood",700,No,Yes,2,3.5,Good,180
Drinks At Stake - Bar Exchange,New Delhi,Punjabi Bagh,"North Indian, Chinese, Italian, Continental",1200,Yes,No,3,3.8,Good,96
Ghungroo Club & Bar - By Gautam Gambhir,New Delhi,Punjabi Bagh,North Indian,1500,Yes,No,3,3.8,Good,140
Gupta Sweets & Namkeen,New Delhi,Punjabi Bagh,"Street Food, Mithai",150,No,No,1,3.5,Good,36
hug!,New Delhi,Punjabi Bagh,Desserts,300,No,Yes,1,3.5,Good,19
Lucky's Bakery and Patisserie,New Delhi,Punjabi Bagh,"Bakery, Desserts",400,No,Yes,1,3.9,Good,89
Mughal Darbar,New Delhi,Punjabi Bagh,"North Indian, Mughlai, Chinese",650,No,Yes,2,3.5,Good,150
The Derby Cookhouse,New Delhi,Punjabi Bagh,"Continental, Italian, North Indian",1800,Yes,Yes,3,3.6,Good,47
World Art Dining - Brew House,New Delhi,Punjabi Bagh,"North Indian, Finger Food, Italian, Chinese",1900,Yes,No,3,3.8,Good,121
Bake Me A Cake,New Delhi,Punjabi Bagh,"Bakery, Desserts",750,No,No,2,4.0,Very Good,147
Bakerz Lodge,New Delhi,Punjabi Bagh,"Bakery, Desserts",250,No,Yes,1,4.1,Very Good,99
Hawalat Lounge & Bar,New Delhi,Punjabi Bagh,"North Indian, Continental, Italian",1000,Yes,No,3,4.0,Very Good,126
Madhuban,New Delhi,PVR Anupam Complex,"North Indian, Mughlai, Chinese",850,Yes,No,2,3.1,Average,151
Lebanese Point,New Delhi,PVR Anupam Complex,Lebanese,450,No,No,1,3.7,Good,223
The Bunk House,New Delhi,PVR Anupam Complex,"Italian, Continental, North Indian",1500,Yes,No,3,3.9,Good,96
Locale,New Delhi,PVR Anupam Complex,"North Indian, Chinese, Mexican, Italian, Thai, Lebanese",1400,Yes,Yes,3,4.4,Very Good,317
The Coffee Shop,New Delhi,PVR Anupam Complex,"Cafe, Italian",1200,No,Yes,3,4.4,Very Good,326
Chakhna Food Point,New Delhi,Qutab Institutional Area,"North Indian, Fast Food",250,No,No,1,2.9,Average,6
Parashar's,New Delhi,Qutab Institutional Area,"Chinese, North Indian",250,No,No,1,2.9,Average,4
Abdul Muradabadi Chicken,New Delhi,R K Puram,North Indian,350,No,No,1,2.9,Average,11
Anupam Sweets,New Delhi,R K Puram,"Mithai, Street Food",100,No,No,1,2.5,Average,17
Jasmine Fast Food Centre,New Delhi,R K Puram,"North Indian, South Indian, Chinese",200,No,No,1,2.9,Average,11
Khalsa Restaurant,New Delhi,R K Puram,North Indian,600,No,Yes,2,2.9,Average,102
Laxmi Corner,New Delhi,R K Puram,North Indian,150,No,No,1,3.0,Average,5
Nazeer Delicacies,New Delhi,R K Puram,"North Indian, Mughlai",650,No,Yes,2,3.3,Average,163
Vdesi,New Delhi,R K Puram,"Chinese, North Indian",400,No,No,1,3.1,Average,5
Alkakori Alkauser,New Delhi,R K Puram,"Mughlai, North Indian",800,No,Yes,2,3.7,Good,629
Mathew's Cafe,New Delhi,R K Puram,South Indian,200,No,No,1,3.7,Good,148
Supreme Bakery,New Delhi,R K Puram,"Bakery, Fast Food",250,No,No,1,3.9,Good,193
"Ada ""e"" Haandi's",New Delhi,R K Puram,"North Indian, Mughlai, Chinese",750,No,Yes,2,2.4,Poor,30
Karnataka Food Centre,New Delhi,R K Puram,South Indian,400,No,No,1,4.1,Very Good,881
Savannah Bar - Radisson Blu Plaza Delhi,New Delhi,"Radisson Blu Plaza Delhi, Mahipalpur",Finger Food,2500,Yes,No,4,3.3,Average,24
Neung Roi - Radisson Blu Plaza Delhi,New Delhi,"Radisson Blu Plaza Delhi, Mahipalpur",Thai,3000,Yes,No,4,4.5,Excellent,295
R The Lounge - Radisson Blu Plaza Delhi,New Delhi,"Radisson Blu Plaza Delhi, Mahipalpur",Cafe,1000,No,No,3,3.7,Good,33
The Pastry Shop - Radisson Blu Plaza Delhi,New Delhi,"Radisson Blu Plaza Delhi, Mahipalpur",Bakery,1000,No,No,3,3.6,Good,26
NYC - Radisson Blu Plaza Delhi,New Delhi,"Radisson Blu Plaza Delhi, Mahipalpur","North Indian, Continental, Italian",3000,Yes,No,4,4.4,Very Good,315
The Great Kabab Factory - Radisson Blu Plaza Delhi,New Delhi,"Radisson Blu Plaza Delhi, Mahipalpur","North Indian, Mughlai",3000,Yes,No,4,4.2,Very Good,532
Cup Cakes - Radisson Blu,New Delhi,"Radisson Blu, Paschim Vihar","Desserts, Bakery",2000,No,No,4,3.1,Average,40
Oro The Bar - Radisson Blu,New Delhi,"Radisson Blu, Paschim Vihar",Finger Food,2500,Yes,No,4,3.3,Average,36
Mughal Mahal,New Delhi,Rajendra Place,"Mughlai, North Indian, Chinese",1100,No,Yes,3,3.2,Average,221
Imly,New Delhi,Rajendra Place,"Street Food, North Indian, Chinese, Continental",700,No,No,2,3.9,Good,1485
Lanterns Kitchen & Bar,New Delhi,Rajendra Place,"Italian, North Indian, Chinese, Mughlai",1200,No,No,3,3.8,Good,1082
27 China Street,New Delhi,Rajinder Nagar,"Chinese, Fast Food",450,No,No,1,3.4,Average,76
Ada'e Handi,New Delhi,Rajinder Nagar,"North Indian, Mughlai, Chinese",600,No,Yes,2,2.5,Average,31
Alkauser,New Delhi,Rajinder Nagar,"North Indian, Mughlai",850,No,Yes,2,3.4,Average,58
Barbeque Creation By Kadhai Tadka,New Delhi,Rajinder Nagar,"North Indian, Chinese, Mughlai",800,Yes,Yes,2,2.5,Average,78
Bikaner Sweets Corner,New Delhi,Rajinder Nagar,"Mithai, Street Food",150,No,No,1,2.8,Average,11
Choice Corner,New Delhi,Rajinder Nagar,Street Food,120,No,No,1,3.0,Average,6
Darshan Dhaba,New Delhi,Rajinder Nagar,"North Indian, Beverages",100,No,No,1,2.7,Average,16
Durga Dhaba,New Delhi,Rajinder Nagar,North Indian,200,No,No,1,2.9,Average,6
Flashback Midnight Hunger,New Delhi,Rajinder Nagar,"Italian, Continental, Fast Food, Chinese",600,No,Yes,2,3.4,Average,50
Flavours of Punjab,New Delhi,Rajinder Nagar,"North Indian, Chinese",750,Yes,Yes,2,2.5,Average,165
Food Factory,New Delhi,Rajinder Nagar,"North Indian, Chinese, Mughlai",500,No,Yes,2,3.0,Average,14
Foodies Joint,New Delhi,Rajinder Nagar,"Fast Food, North Indian, Chinese",300,No,No,1,3.4,Average,20
Friends Restaurant,New Delhi,Rajinder Nagar,North Indian,300,No,No,1,2.8,Average,117
Hyderabadi Biryani Parlour,New Delhi,Rajinder Nagar,"Biryani, North Indian",300,No,No,1,2.9,Average,66
iGNiTE,New Delhi,Rajinder Nagar,"North Indian, Chinese",650,No,Yes,2,3.0,Average,110
Just Cakez,New Delhi,Rajinder Nagar,Bakery,500,No,Yes,2,3.2,Average,6
Kay's Bar-Be-Que,New Delhi,Rajinder Nagar,North Indian,400,No,No,1,3.0,Average,6
Mama's Chinese Kitchen,New Delhi,Rajinder Nagar,Chinese,750,No,No,2,3.0,Average,58
Mama's Nu Khana Khazana,New Delhi,Rajinder Nagar,"North Indian, Chinese, Mughlai",900,Yes,No,2,2.6,Average,169
Marathi Katta,New Delhi,Rajinder Nagar,"Fast Food, Maharashtrian, North Indian",250,No,Yes,1,2.7,Average,11
Moti Mahal Delux - Kebab Trail,New Delhi,Rajinder Nagar,"North Indian, Mughlai, Chinese",1000,Yes,Yes,3,3.2,Average,102
Pappu Ka Dhaba,New Delhi,Rajinder Nagar,North Indian,300,No,No,1,3.1,Average,25
Peshawar Sweets Shop,New Delhi,Rajinder Nagar,"Street Food, Mithai",150,No,No,1,3.4,Average,79
Piyu Kitchen,New Delhi,Rajinder Nagar,"North Indian, Chinese",800,No,Yes,2,3.2,Average,13
Posh Spice,New Delhi,Rajinder Nagar,Fast Food,300,No,No,1,3.0,Average,12
Prince Chicken & Mutton Shop,New Delhi,Rajinder Nagar,"Raw Meats, North Indian",600,No,No,2,2.6,Average,22
Punjab Chicken & Bar-Be-Que,New Delhi,Rajinder Nagar,North Indian,600,No,No,2,2.9,Average,5
Sindh Sweet Corner,New Delhi,Rajinder Nagar,"Mithai, Street Food",200,No,No,1,2.7,Average,22
Singh Tawa Corner,New Delhi,Rajinder Nagar,North Indian,600,No,Yes,2,2.6,Average,10
Singh's Kitchen,New Delhi,Rajinder Nagar,"Chinese, Fast Food",400,No,Yes,1,2.7,Average,84
South Indian Cafe,New Delhi,Rajinder Nagar,South Indian,250,No,No,1,2.7,Average,18
Swaad Bar-Be-Que,New Delhi,Rajinder Nagar,"North Indian, Chinese",600,No,No,2,3.2,Average,27
Tadak Punjabi,New Delhi,Rajinder Nagar,North Indian,300,No,No,1,2.7,Average,41
Tandoori Delights,New Delhi,Rajinder Nagar,"North Indian, Mughlai",500,No,Yes,2,2.5,Average,40
The Grill Cafe,New Delhi,Rajinder Nagar,"Cafe, Fast Food, Pizza",250,No,Yes,1,3.4,Average,21
The Sunset,New Delhi,Rajinder Nagar,Mughlai,500,No,Yes,2,2.6,Average,7
Tomatoes Kitchen,New Delhi,Rajinder Nagar,"North Indian, Chinese, Fast Food",700,No,Yes,2,2.9,Average,135
Udupi Eating House,New Delhi,Rajinder Nagar,South Indian,350,No,No,1,3.2,Average,53
Kings,New Delhi,Rajinder Nagar,"Desserts, Ice Cream",300,No,No,1,3.6,Good,83
Millionaire - Powered by Wrapss,New Delhi,Rajinder Nagar,"Burger, Fast Food",400,No,Yes,1,3.5,Good,27
Standard Corner,New Delhi,Rajinder Nagar,North Indian,100,No,No,1,3.6,Good,87
The Canteen,New Delhi,Rajinder Nagar,"Cafe, South Indian, North Indian, Bakery",550,No,Yes,2,3.5,Good,126
The Flashback,New Delhi,Rajinder Nagar,"Cafe, Italian, Chinese",700,No,Yes,2,3.7,Good,617
The Mashal,New Delhi,Rajinder Nagar,"Mughlai, North Indian",500,No,Yes,2,3.5,Good,26
Dilli Treat,New Delhi,Rajinder Nagar,"North Indian, South Indian, Chinese",500,No,Yes,2,4.2,Very Good,251
Dukes Pastry Shop,New Delhi,Rajinder Nagar,"Bakery, Fast Food",300,No,Yes,1,4.2,Very Good,474
HotMess Bakes,New Delhi,Rajinder Nagar,"Bakery, Fast Food",750,No,Yes,2,4.1,Very Good,101
London Street Kitchen,New Delhi,Rajinder Nagar,"North Indian, Mughlai, Chinese",600,Yes,Yes,2,4.2,Very Good,163
Bablu Chic-Inn,New Delhi,Rajouri Garden,"Mughlai, North Indian",750,No,Yes,2,2.6,Average,25
Babu Jhatka,New Delhi,Rajouri Garden,North Indian,500,No,No,2,2.8,Average,5
Bal Gopal,New Delhi,Rajouri Garden,"North Indian, Mughlai",500,No,Yes,2,3.4,Average,49
Cafe Blue Tomato,New Delhi,Rajouri Garden,"Continental, North Indian, Chinese, Cafe",1400,Yes,No,3,3.2,Average,411
Cafe TAB,New Delhi,Rajouri Garden,Cafe,500,No,Yes,2,3.0,Average,17
Cake-O-Licious,New Delhi,Rajouri Garden,Bakery,400,No,No,1,3.3,Average,11
Chawla Family Restaurant,New Delhi,Rajouri Garden,"North Indian, Chinese, Mughlai",700,No,Yes,2,2.9,Average,8
Chawla Restaurant,New Delhi,Rajouri Garden,"North Indian, Chinese",600,No,Yes,2,3.1,Average,25
Chicken Addiction,New Delhi,Rajouri Garden,North Indian,500,No,Yes,2,3.1,Average,21
Crave Busters,New Delhi,Rajouri Garden,"North Indian, Chinese, Continental",1100,No,Yes,3,3.4,Average,224
Garage,New Delhi,Rajouri Garden,North Indian,650,No,No,2,3.0,Average,4
Golden Tandoor,New Delhi,Rajouri Garden,"North Indian, Chinese",700,No,No,2,3.2,Average,41
Indo Traditional Kulfi,New Delhi,Rajouri Garden,Ice Cream,100,No,No,1,3.1,Average,5
Invitation Foodex,New Delhi,Rajouri Garden,"North Indian, Chinese, Mughlai",600,No,Yes,2,3.2,Average,7
King's Kabab,New Delhi,Rajouri Garden,"North Indian, Mughlai, Chinese",700,No,No,2,3.2,Average,16
Punnu Biryani,New Delhi,Rajouri Garden,"North Indian, Biryani, Fast Food",600,No,Yes,2,2.6,Average,41
Raju Chinese Food,New Delhi,Rajouri Garden,Chinese,400,No,No,1,3.2,Average,49
Scoop Junction,New Delhi,Rajouri Garden,"Ice Cream, Desserts",200,No,No,1,3.3,Average,14
Shri Durga Dosa Corner,New Delhi,Rajouri Garden,South Indian,300,No,No,1,3.0,Average,14
Soni Bakers,New Delhi,Rajouri Garden,"Bakery, Desserts, Fast Food, Street Food, Chinese, Beverages",400,No,No,1,3.4,Average,179
Unique Tasty Bites,New Delhi,Rajouri Garden,Chinese,400,No,No,1,3.0,Average,10
Band Baaja Baaraat,New Delhi,Rajouri Garden,North Indian,1300,Yes,No,3,4.6,Excellent,128
Kopper Kadai,New Delhi,Rajouri Garden,North Indian,1400,No,No,3,4.8,Excellent,83
Qubitos - The Terrace Cafe,New Delhi,Rajouri Garden,"Thai, European, Mexican, North Indian, Chinese, Cafe",1500,Yes,No,3,4.5,Excellent,778
The California Boulevard,New Delhi,Rajouri Garden,"American, Asian, European, Seafood",2000,Yes,No,4,4.6,Excellent,1691
Atul Chaat Corner,New Delhi,Rajouri Garden,Street Food,100,No,No,1,3.8,Good,413
Bake A Wish,New Delhi,Rajouri Garden,"Bakery, Fast Food",400,No,Yes,1,3.7,Good,43
Bintang Sweet Thrills,New Delhi,Rajouri Garden,"Desserts, Ice Cream",200,No,No,1,3.5,Good,21
Boombox Cafe Reloaded,New Delhi,Rajouri Garden,"North Indian, Mexican, Chinese, Italian",1100,Yes,No,3,3.9,Good,605
Cafe Foto Club,New Delhi,Rajouri Garden,"North Indian, Fast Food, Italian, Chinese, Cafe",1400,No,Yes,3,3.8,Good,280
Capital Grill,New Delhi,Rajouri Garden,"Continental, North Indian, Chinese",1650,Yes,Yes,3,3.8,Good,316
CG's - Lounge Cafe Bar,New Delhi,Rajouri Garden,"Continental, North Indian",1700,Yes,No,3,3.9,Good,88
Dhaba,New Delhi,Rajouri Garden,"Chinese, North Indian",1100,No,No,3,3.7,Good,662
Gayway Bakery,New Delhi,Rajouri Garden,"Bakery, Fast Food",300,No,No,1,3.6,Good,120
Grub House,New Delhi,Rajouri Garden,"Italian, North Indian, Continental",1700,Yes,No,3,3.5,Good,313
High Street Cafí©,New Delhi,Rajouri Garden,"North Indian, Continental, Chinese, Italian",1250,Yes,Yes,3,3.8,Good,374
Hungry Heroes,New Delhi,Rajouri Garden,Continental,800,Yes,Yes,2,3.8,Good,96
IKKA - The Ace Bar,New Delhi,Rajouri Garden,"Continental, North Indian, Chinese, Italian, Finger Food",1200,Yes,No,3,3.6,Good,751
Lord of the Drinks Chamber,New Delhi,Rajouri Garden,"European, Chinese, North Indian, Italian",2200,Yes,No,4,3.9,Good,404
Marine Drivve - Club & Courtyard,New Delhi,Rajouri Garden,"North Indian, Chinese, Continental",2000,Yes,No,4,3.8,Good,52
Mister Gulati Bakers,New Delhi,Rajouri Garden,Bakery,500,No,Yes,2,3.8,Good,160
My Fit Food,New Delhi,Rajouri Garden,"Healthy Food, Italian, Juices, Beverages",550,No,Yes,2,3.7,Good,81
Otik Cake Shop,New Delhi,Rajouri Garden,"Bakery, Desserts, Fast Food",250,No,Yes,1,3.8,Good,166
SardarBuksh Coffee & Co.,New Delhi,Rajouri Garden,"Beverages, Desserts",250,No,No,1,3.6,Good,23
Sethi's Restaurant & Barbeque,New Delhi,Rajouri Garden,"North Indian, Chinese",700,No,Yes,2,3.7,Good,422
Sufiaana,New Delhi,Rajouri Garden,"North Indian, Mughlai, Lebanese",2000,Yes,Yes,4,3.8,Good,300
The Burger Club,New Delhi,Rajouri Garden,"Burger, Fast Food",500,No,Yes,2,3.9,Good,606
The Junkyard Cafí©,New Delhi,Rajouri Garden,"North Indian, Mediterranean, Asian",1400,Yes,No,3,3.8,Good,305
The Masterpiece Cafe,New Delhi,Rajouri Garden,"Cafe, Continental, Italian, North Indian",1200,Yes,No,3,3.5,Good,35
The Momoz Hub,New Delhi,Rajouri Garden,"Chinese, North Indian, Street Food",500,No,Yes,2,3.6,Good,74
The Post Office Cafe,New Delhi,Rajouri Garden,"Continental, Fast Food, North Indian, Asian",1600,Yes,Yes,3,3.6,Good,742
The Royal Turban,New Delhi,Rajouri Garden,"North Indian, Chinese",1300,Yes,Yes,3,3.8,Good,608
The Vintage Bakers,New Delhi,Rajouri Garden,"Bakery, Desserts, Fast Food",600,No,Yes,2,3.7,Good,46
Wok In The Clouds,New Delhi,Rajouri Garden,"Chinese, Thai, Continental, North Indian",1500,No,Yes,3,3.7,Good,699
Crazy Cow,New Delhi,Rajouri Garden,Chinese,600,No,Yes,2,2.2,Poor,126
AMPM Cafí© & Bar,New Delhi,Rajouri Garden,"Continental, Italian, American",1400,No,No,3,4.1,Very Good,1980
Cafí© Foreground,New Delhi,Rajouri Garden,"Cafe, Asian, Italian, North Indian",1500,Yes,Yes,3,4.2,Very Good,91
Calendar's Kitchen by Satish Kaushik,New Delhi,Rajouri Garden,"Continental, Italian, North Indian, Chinese",1000,Yes,No,3,4.0,Very Good,115
Desee Dakshin Coastal Cafe,New Delhi,Rajouri Garden,"North Indian, Mangalorean, Chinese",1350,Yes,Yes,3,4.0,Very Good,345
Ghar Bistro Cafe,New Delhi,Rajouri Garden,"Continental, North Indian, Chinese, Mughlai, Asian",800,Yes,No,2,4.4,Very Good,153
Kalol- Bar Te Kitchen,New Delhi,Rajouri Garden,"North Indian, Mughlai, Chinese",1200,Yes,No,3,4.0,Very Good,60
Lights Camera Action - Air Bar,New Delhi,Rajouri Garden,"North Indian, Continental",1300,No,No,3,4.4,Very Good,1636
National Highway 44,New Delhi,Rajouri Garden,"Kashmiri, North Indian, Mughlai, South Indian, Maharashtrian, Gujarati",1100,Yes,No,3,4.4,Very Good,676
Pirates of Grill,New Delhi,Rajouri Garden,"North Indian, Continental, Mughlai, Asian",1500,No,No,3,4.1,Very Good,2514
Prem Di Hatti,New Delhi,Rajouri Garden,"North Indian, Street Food",200,No,No,1,4.0,Very Good,220
Showstopper,New Delhi,Rajouri Garden,"Continental, North Indian, Chinese, Asian",1000,Yes,No,3,4.1,Very Good,163
Spotlight Bistro & Bar,New Delhi,Rajouri Garden,"Continental, North Indian, Chinese",1300,Yes,Yes,3,4.0,Very Good,129
The Drunk House,New Delhi,Rajouri Garden,"North Indian, Italian, Chinese",1300,No,No,3,4.2,Very Good,289
The Headquarter,New Delhi,Rajouri Garden,"Continental, Italian, Mediterranean, Asian",1200,Yes,Yes,3,4.1,Very Good,153
Tippling Street,New Delhi,Rajouri Garden,"Continental, Modern Indian, Asian",1000,No,No,3,4.0,Very Good,91
Apsara Restaurant,New Delhi,Rohini,"Fast Food, North Indian, Chinese, South Indian, Ice Cream",450,No,Yes,1,2.7,Average,114
Ashu Bhature Wala,New Delhi,Rohini,Street Food,200,No,No,1,3.3,Average,79
Bakery Wala - The Cake Shop,New Delhi,Rohini,"Bakery, Chinese, Fast Food",350,No,Yes,1,3.4,Average,59
Chalte Firte Momos & Special Foods,New Delhi,Rohini,"Chinese, Fast Food",350,No,Yes,1,3.2,Average,212
Chicken Khurana,New Delhi,Rohini,"North Indian, Mughlai",550,No,Yes,2,2.7,Average,128
Chit Chat,New Delhi,Rohini,"North Indian, Chinese, Raw Meats",700,No,Yes,2,3.1,Average,68
Gurdasman Punjabi Khana & Caterers,New Delhi,Rohini,North Indian,250,No,No,1,3.3,Average,64
Malika Bakers Pastry Shop,New Delhi,Rohini,"Bakery, Fast Food",150,No,No,1,3.4,Average,95
Nakshatra Punjabi Rasoi,New Delhi,Rohini,"North Indian, Chinese, South Indian",450,No,Yes,1,3.3,Average,116
New Eleven to Eleven,New Delhi,Rohini,"North Indian, Chinese",1000,No,Yes,3,3.0,Average,126
Patiala Shahi,New Delhi,Rohini,"North Indian, Mughlai",650,No,Yes,2,3.4,Average,78
Pavitra Bakers,New Delhi,Rohini,"Bakery, Chinese, Fast Food",450,No,Yes,1,3.2,Average,73
Puratan - Family Restaurant & Bar,New Delhi,Rohini,"North Indian, Chinese",1000,Yes,Yes,3,3.3,Average,156
Spice Court,New Delhi,Rohini,"Chinese, North Indian, Mughlai",1000,Yes,Yes,3,2.6,Average,59
Urban Garden Cafe,New Delhi,Rohini,"Fast Food, Italian",400,No,No,1,3.1,Average,20
Gaurav Pastry Palace,New Delhi,Rohini,"Bakery, Chinese",250,No,No,1,3.6,Good,95
Jhakkas,New Delhi,Rohini,"Street Food, South Indian",250,No,No,1,3.5,Good,175
Nik's Kitchen,New Delhi,Rohini,"North Indian, Chinese",500,No,Yes,2,3.8,Good,56
Satvik Rasoi,New Delhi,Rohini,North Indian,700,No,Yes,2,3.8,Good,31
Shree Gopal Ji Chole Bhature,New Delhi,Rohini,Street Food,200,No,No,1,3.9,Good,129
The Chocolate Villa,New Delhi,Rohini,"Bakery, Desserts, Fast Food",350,No,Yes,1,3.9,Good,257
WTF - What's the Food?,New Delhi,Rohini,"North Indian, Chinese, Fast Food",450,No,Yes,1,3.5,Good,83
Handi Chhareyan Di,New Delhi,Rohini,"North Indian, Chinese",550,No,Yes,2,2.3,Poor,128
Svaruchi Bhoj,New Delhi,Rohini,"North Indian, South Indian, Chinese",600,No,No,2,2.4,Poor,62
Jai Vaishno Rasoi,New Delhi,Rohini,North Indian,250,No,Yes,1,4.2,Very Good,171
Chidya Ghar - Roseate House,New Delhi,"Roseate House, Aerocity",Continental,3700,No,No,4,2.9,Average,4
DEL - Roseate House,New Delhi,"Roseate House, Aerocity","Continental, American, North Indian",3000,Yes,No,4,3.6,Good,30
Adish,New Delhi,Safdarjung,"North Indian, Chinese, South Indian",700,No,No,2,3.1,Average,45
Amritsari Dhaba,New Delhi,Safdarjung,"North Indian, Chinese",500,No,No,2,3.2,Average,18
Amritsari Xpress,New Delhi,Safdarjung,North Indian,300,No,No,1,3.0,Average,6
B Two,New Delhi,Safdarjung,Chinese,400,No,No,1,3.0,Average,7
Babbu Da Punjabi Dhaba,New Delhi,Safdarjung,North Indian,300,No,No,1,3.3,Average,27
Baker's Byte,New Delhi,Safdarjung,Fast Food,200,No,No,1,3.3,Average,34
Bamboo Hut,New Delhi,Safdarjung,"Naga, Tibetan",500,No,Yes,2,3.4,Average,15
Cake Away,New Delhi,Safdarjung,"Cafe, Bakery",700,No,No,2,3.0,Average,5
Chanky Restruoo,New Delhi,Safdarjung,Chinese,500,No,No,2,3.0,Average,12
Chawla Fast Food,New Delhi,Safdarjung,"North Indian, South Indian, Chinese",300,No,No,1,2.9,Average,4
China King,New Delhi,Safdarjung,Chinese,500,No,No,2,3.1,Average,8
Dec,New Delhi,Safdarjung,"Pizza, Continental, Beverages",300,No,No,1,3.3,Average,15
Desi Zaika,New Delhi,Safdarjung,"North Indian, Chinese",800,No,Yes,2,2.6,Average,83
Flavours of Tibet,New Delhi,Safdarjung,"Tibetan, Chinese",500,No,Yes,2,3.3,Average,141
Get Lost in Flavours,New Delhi,Safdarjung,"North Indian, Chinese",650,No,Yes,2,2.6,Average,70
Grover Dhaba,New Delhi,Safdarjung,North Indian,300,No,No,1,3.1,Average,16
Gupta's Rasoi,New Delhi,Safdarjung,North Indian,350,No,Yes,1,2.8,Average,60
Hangchuaa's Chinese Food Corner,New Delhi,Safdarjung,Chinese,600,No,Yes,2,3.1,Average,35
High On Burgers,New Delhi,Safdarjung,Fast Food,300,No,Yes,1,3.2,Average,37
Hot Paprika,New Delhi,Safdarjung,"Chinese, Fast Food",500,No,Yes,2,2.7,Average,26
Jalsa,New Delhi,Safdarjung,Chinese,450,No,Yes,1,2.7,Average,6
KPG Express,New Delhi,Safdarjung,Chinese,500,No,No,2,3.3,Average,33
Le Himalaya,New Delhi,Safdarjung,"Tibetan, Chinese",700,No,Yes,2,3.1,Average,34
Lunia Italian,New Delhi,Safdarjung,"Pizza, Fast Food",350,No,No,1,3.4,Average,25
Mahipal Dhaba,New Delhi,Safdarjung,North Indian,200,No,No,1,2.8,Average,8
Morong Ki,New Delhi,Safdarjung,Naga,400,No,No,1,3.0,Average,7
Moti Mahal Delux - Tandooori Trail,New Delhi,Safdarjung,"North Indian, Mughlai",800,No,Yes,2,2.7,Average,90
Pooja Take Away Kitchen,New Delhi,Safdarjung,"North Indian, Chinese, Fast Food",400,No,No,1,2.7,Average,11
Saturn,New Delhi,Safdarjung,"Fast Food, North Indian",600,No,Yes,2,2.8,Average,9
Smokey Flavours,New Delhi,Safdarjung,"North Indian, Mughlai",500,No,No,2,3.3,Average,13
Sugar Loft,New Delhi,Safdarjung,"Bakery, Desserts",500,No,No,2,3.4,Average,26
Sugary Affairs,New Delhi,Safdarjung,"Bakery, Desserts",600,No,No,2,3.0,Average,6
The Baking Fusion,New Delhi,Safdarjung,"Bakery, Desserts",400,No,No,1,3.1,Average,8
The Belly Giggles,New Delhi,Safdarjung,"Naga, Tibetan, Chinese, Bakery",600,No,No,2,3.0,Average,4
The Chef Restaurant,New Delhi,Safdarjung,Chinese,400,No,No,1,3.4,Average,63
Yo Tibet,New Delhi,Safdarjung,"Chinese, Tibetan, Fast Food",500,No,No,2,3.3,Average,150
Cafe Rock 'n' Rolla,New Delhi,Safdarjung,"Fast Food, American, Italian",600,No,Yes,2,3.6,Good,103
Charcoal,New Delhi,Safdarjung,"European, North Indian",1300,Yes,Yes,3,3.7,Good,210
Chawla Chicken,New Delhi,Safdarjung,"North Indian, Mughlai",500,No,Yes,2,3.5,Good,40
Freedom Corner,New Delhi,Safdarjung,"Chinese, Tibetan",600,No,Yes,2,3.5,Good,123
Kori's,New Delhi,Safdarjung,"Cafe, Korean",600,No,Yes,2,3.6,Good,110
Mizo Diner,New Delhi,Safdarjung,"North Indian, Tibetan",600,No,No,2,3.7,Good,154
Rajinder Xpress,New Delhi,Safdarjung,"North Indian, Chinese, Mughlai",800,No,No,2,3.8,Good,310
RDX,New Delhi,Safdarjung,"North Indian, Chinese, Mughlai",1000,Yes,No,3,3.9,Good,223
The Categorical Eat Pham,New Delhi,Safdarjung,North Eastern,600,No,No,2,3.7,Good,94
The Hungry Monkey,New Delhi,Safdarjung,"European, Italian",2300,Yes,No,4,3.7,Good,622
Treat Up Cafe and Restaurant,New Delhi,Safdarjung,"Cafe, American, Continental, Nepalese",500,No,No,2,3.6,Good,31
Weird Time Food,New Delhi,Safdarjung,"Continental, Fast Food",600,No,Yes,2,3.6,Good,49
Zustt Yummy,New Delhi,Safdarjung,"North Indian, Chinese, Fast Food",500,No,No,2,2.3,Poor,54
Cafe Hashtag LoL,New Delhi,Safdarjung,"Cafe, North Indian, Chinese",1200,Yes,No,3,4.2,Very Good,49
Dirty Apron,New Delhi,Safdarjung,"European, Asian",2000,Yes,Yes,4,4.3,Very Good,96
Napoli Pizza,New Delhi,Safdarjung,Pizza,800,No,Yes,2,4.0,Very Good,41
